id_aluno,idade,curso,turno,modalidade,cidade,renda_familiar,horas_estudo_semana,frequencia_percentual,nota_anterior,acessos_ava_mes,atividades_entregues_percentual,horas_sono,distancia_km,internet_estavel,trabalha,recebeu_monitoria,satisfacao_curso,nota_final,aprovado,risco_evasao
AL00167,25,Desenvolvimento de Sistemas,Matutino,Híbrido,Blumenau,4928,6.1,84.7,6,48,62.8,6.2,5,Sim,Sim,Não,7,6.7,Sim,Não
AL00168,37,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,2916,10.2,83,6.4,34,75.8,6,4.3,Sim,Sim,Não,8,6.3,Sim,Sim
AL00169,35,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,3247,11.1,92.6,10,42,80.6,7.5,3.1,Sim,Sim,Não,6,7,Sim,Não
AL00170,29,Automação Industrial,Noturno,Presencial,Brusque,3623,8.8,74.9,6,21,67.8,5.6,5.6,Sim,Sim,Não,8,6,Não,Sim
AL00171,19,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,5755,9,71.3,8.2,52,100,8.2,4,Sim,Não,Não,7,8,Não,Não
AL00172,38,Automação Industrial,Matutino,Presencial,Pomerode,3966,7.8,90.7,5.1,35,75.9,7,4.2,Sim,Sim,Sim,8,7,Sim,Não
AL00173,16,Automação Industrial,Matutino,Presencial,Timbó,3656,13.2,100,7.8,38,100,6.1,7.1,Sim,Não,Sim,6,7.6,Sim,Não
AL00174,17,Administração,Matutino,Presencial,Timbó,6515,6.4,87.1,10,13,80.1,5.2,3.5,Sim,Sim,Não,5,7.1,Sim,Sim
AL00175,27,Eletromecânica,Noturno,Presencial,Indaial,1074,12.1,76.4,3.5,40,100,5.8,4.7,Sim,Sim,Sim,3,6.1,Sim,Sim
AL00176,19,Automação Industrial,Noturno,Presencial,Pomerode,9758,8,85.5,6.5,43,92.2,7.9,17.2,Sim,Não,Sim,6,6.7,Sim,Não
AL00177,25,Administração,Matutino,Presencial,Blumenau,994,7.9,87.5,5.5,48,75.4,5.8,6.4,Sim,Não,Sim,8,5.9,Não,Não
AL00178,31,Automação Industrial,Noturno,Presencial,Blumenau,1809,7.1,91.2,8,46,56.9,6.3,16.4,Não,Sim,Não,8,6.4,Sim,Não
AL00179,24,Administração,Noturno,Presencial,Pomerode,4339,22.6,66.2,6.3,69,98.7,4.2,2.8,Sim,Sim,Não,8,7.2,Não,Não
AL00180,26,Administração,Matutino,Híbrido,Indaial,11157,6.3,63.4,10,31,66.2,5.9,7.3,Sim,Sim,Sim,7,5,Não,Não
AL00181,27,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,8656,0.2,70.1,8.3,23,84.2,7.3,8.1,Sim,Sim,Sim,9,6.3,Não,Não
AL00182,21,Automação Industrial,Noturno,Presencial,Indaial,4862,13.7,84.1,6.1,36,100,3.5,22,Sim,Sim,Sim,7,8.3,Sim,Não
AL00183,32,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,6677,0,84.8,7.7,11,74.3,6.1,4.5,Sim,Sim,Não,8,6.5,Sim,Não
AL00184,34,Automação Industrial,Noturno,Presencial,Pomerode,1383,5.8,76.1,8.5,49,100,6,8.9,Sim,Sim,Não,7,8.7,Sim,Não
AL00185,26,Automação Industrial,Matutino,Presencial,Timbó,4141,14.9,84.9,6.2,47,100,5.5,6.3,Sim,Não,Não,7,7.3,Sim,Não
AL00186,45,Eletromecânica,Matutino,Presencial,Pomerode,1928,2.3,93.9,7.6,33,94.9,5.2,10.7,Sim,Sim,Não,8,7.4,Sim,Não
AL00187,29,Eletromecânica,Matutino,Presencial,Pomerode,3274,10.1,99.5,7.7,38,89.9,8.6,8.5,Sim,Não,Não,7,8,Sim,Não
AL00188,20,Administração,Noturno,Presencial,Indaial,6785,0.1,86.9,7,26,72,9,6.1,Sim,Não,Não,9,7.2,Sim,Sim
AL00189,29,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2438,8.9,68.9,5.2,50,100,7.4,9.8,Não,Sim,Não,7,6.3,Não,Sim
AL00190,16,Automação Industrial,Matutino,Presencial,Brusque,1954,11.8,96.9,5.4,53,82.9,6.1,11.2,Sim,Não,Sim,7,6.8,Sim,Não
AL00191,36,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,2766,11,83.7,7.3,21,83.7,7.1,4.2,Sim,Sim,Não,6,6.7,Sim,Não
AL00192,24,Eletromecânica,Noturno,Híbrido,Indaial,6508,17.4,77.6,8.5,51,90.8,7.2,5.4,Não,Não,Sim,8,6.4,Sim,Não
AL00193,37,Automação Industrial,Noturno,Presencial,Blumenau,3628,9.2,86.6,6.9,18,96.1,7.3,3.1,Sim,Sim,Não,9,7.4,Sim,Não
AL00194,47,Automação Industrial,Noturno,Presencial,Blumenau,3084,16.4,86.5,3.7,44,100,6,3.1,Sim,Não,Não,5,6.2,Sim,Não
AL00195,30,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,2037,10.2,82.3,9.1,32,83.6,6.7,5.4,Sim,Sim,Sim,7,7.2,Sim,Não
AL00196,16,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,3363,10,80.2,9.9,38,81.1,6.4,9.2,Sim,Sim,Sim,7,7.8,Sim,Não
AL00197,27,Eletromecânica,Noturno,Presencial,Timbó,3714,8.3,73.3,4.9,26,81.4,4.8,8.9,Sim,Sim,Não,8,6.5,Não,Não
AL00198,16,Eletromecânica,Noturno,Híbrido,Indaial,2901,5.8,88,6.2,38,70.5,8,11.8,Não,Sim,Não,7,6.5,Sim,Não
AL00199,17,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,2364,9.4,75.6,3.3,45,95.2,8.7,10.8,Sim,Não,Não,8,5.6,Não,Não
AL00200,26,Eletromecânica,Noturno,Presencial,Brusque,6759,6.7,71.1,6.3,36,76.6,6,6.3,Sim,Sim,Não,9,5.8,Não,Não
AL00201,23,Eletromecânica,Matutino,Presencial,Gaspar,1970,9.1,74,5.8,32,100,7,6.1,Sim,Sim,Não,8,4.7,Não,Sim
AL00202,27,Eletromecânica,Noturno,Presencial,Gaspar,2083,7.3,84,6.1,23,92.8,6.4,19.4,Não,Sim,Sim,6,7.4,Sim,Sim
AL00203,26,Eletromecânica,Noturno,Presencial,Brusque,4742,9.1,78.1,7,36,90.8,6.1,8.3,Sim,Sim,Não,6,7,Sim,Não
AL00204,40,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2891,3.1,93.1,5.4,33,76.3,5.3,9.4,Sim,Sim,Não,,6.5,Sim,Não
AL00205,31,Automação Industrial,Matutino,Presencial,Blumenau,2787,9.3,89.7,5.2,24,94.2,7.3,3.6,Sim,Sim,Não,5,7.2,Sim,Sim
AL00206,40,Automação Industrial,Noturno,Presencial,Gaspar,3253,6.5,75.8,5.5,40,71.3,7.7,10.2,Sim,Sim,Não,5,5.9,Não,Não
AL00207,32,Administração,Matutino,Presencial,Brusque,1887,10.2,55.5,6.6,38,88.7,7.1,11.1,Não,Não,Sim,10,7.1,Não,Não
AL00208,33,Eletromecânica,Matutino,Presencial,Indaial,4222,11.9,72.4,6.2,42,56.7,5.2,41.1,Sim,Sim,Não,5,6.7,Não,Não
AL00209,20,Automação Industrial,Noturno,Presencial,Timbó,1296,6.8,72.3,8.3,25,72.4,7,26.6,Não,Não,Não,8,5.8,Não,Não
AL00210,29,Eletromecânica,Matutino,Presencial,Timbó,1899,9.9,100,5,52,100,6.3,8.3,Sim,Não,Não,7,8.5,Sim,Não
AL00211,16,Administração,Matutino,Presencial,Blumenau,4171,10.8,70.7,5.2,51,83.7,6.3,5.2,Sim,Não,Não,5,6.3,Não,Não
AL00212,22,desenv. sistemas,Matutino,Presencial,Blumenau,1312,9,78.8,8,58,69.6,5.5,5.1,Sim,Sim,Não,7,5.4,Não,Não
AL00213,22,Desenvolvimento de Sistemas,Matutino,Híbrido,Pomerode,4348,6,91.9,10,31,67.5,6.9,8.1,Sim,Não,Sim,8,7.5,Sim,Não
AL00214,16,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2214,11.6,94.9,5.9,36,80.4,7.7,12.7,Sim,Não,Não,8,6.2,Sim,Não
AL00215,18,Automação Industrial,Matutino,Presencial,Brusque,3353,10.7,83.4,4,57,77.5,8.1,3.9,Sim,Não,Não,7,4.7,Não,Não
AL00216,33,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,5008,11.9,93.5,8.8,47,91.6,6.5,13.6,Sim,Não,Não,5,9.2,Sim,Não
AL00217,26,Eletromecânica,Matutino,Híbrido,Blumenau,3181,14.8,95.9,5.5,72,100,6.5,5.4,Sim,Não,Não,6,6.9,Sim,Não
AL00218,22,Eletromecânica,Matutino,Presencial,Pomerode,6135,5,72.9,7.4,23,77.7,7.3,15.6,Sim,Não,Sim,8,6.5,Não,Não
AL00219,36,Eletromecânica,Matutino,Presencial,Timbó,1516,6.2,100,8.5,32,100,6.7,12.5,Sim,Não,Sim,7,8.9,Sim,Não
AL00220,42,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2224,3.3,80.9,10,26,100,6.3,3.7,Não,Sim,Não,8,6.8,Sim,Sim
AL00221,17,Administração,Noturno,Presencial,Indaial,2389,12.3,85.1,5,49,100,8.6,13.4,Sim,Sim,Sim,8,6.6,Sim,Não
AL00222,40,Desenvolvimento de Sistemas,Matutino,Híbrido,Brusque,3938,7.4,88.8,6.6,47,100,5.8,9.1,Sim,Sim,Sim,5,8.1,Sim,Não
AL00223,24,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,4464,5.1,92.8,5.1,50,98.7,7,5.7,Sim,Sim,Não,8,7.1,Sim,Não
AL00224,18,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,8853,13.7,84.6,7.1,28,79.9,7.3,8.1,Sim,Não,Sim,6,7.5,Sim,Não
AL00225,16,Eletromecânica,Matutino,Presencial,Pomerode,3703,9.5,97.6,3.1,30,95.3,6.6,3.8,Sim,Sim,Não,7,7.4,Sim,Não
AL00226,26,Eletromecânica,Noturno,Presencial,Pomerode,6803,12.4,89.4,4.3,50,100,5.6,10.3,Sim,Sim,Sim,6,6.8,Sim,Não
AL00227,28,Administração,Matutino,Presencial,Gaspar,3821,8.5,92.1,7.6,13,82.3,8.3,9.1,Sim,Não,Sim,8,7.8,Sim,Não
AL00228,33,Administração,Noturno,Presencial,Gaspar,4043,12,88.8,7.2,46,100,6.8,22.6,Sim,Sim,Sim,6,8.6,Sim,Não
AL00229,16,Administração,Noturno,Híbrido,Indaial,2622,9.6,73.5,6.6,37,69.8,8.4,9.3,Sim,Não,Não,5,6.2,Não,Não
AL00230,47,Automação Industrial,Noturno,Presencial,Pomerode,2476,5.5,84.1,7.6,17,85.2,6.1,17.2,Sim,Sim,Sim,5,7.9,Sim,Sim
AL00231,29,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2855,8.1,67.6,5,41,80.2,6.1,14.2,Sim,Não,Não,8,5.9,Não,Não
AL00232,16,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,2907,11.9,88.1,8.1,43,91.9,5.1,20.3,Sim,Não,Não,6,7.8,Sim,Não
AL00233,37,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2482,15.8,61.8,7.2,43,88.5,5.8,1.9,Sim,Não,Não,7,6.3,Não,Não
AL00234,21,Administração,Matutino,Presencial,Indaial,2316,14.9,100,5.3,32,87.6,6.5,7.5,Sim,Sim,Não,5,7.5,Sim,Não
AL00235,40,Automação Industrial,Matutino,Híbrido,Brusque,2409,10.8,77,9.1,24,71.5,6.9,11.2,Sim,Não,Não,7,7.5,Sim,Não
AL00236,18,Eletromecânica,Noturno,Presencial,Timbó,2656,8.4,92.2,10,23,100,8.1,9.2,Não,Sim,Não,6,7.1,Sim,Não
AL00237,27,Administração,Noturno,Presencial,Brusque,1600,6.8,98,8.3,9,99,8,5.3,Não,Sim,Não,7,6.7,Sim,Sim
AL00238,28,Eletromecânica,Noturno,Presencial,Blumenau,4606,4.8,61.8,4.6,30,100,6.6,6,Sim,Sim,Não,8,5.1,Não,Sim
AL00239,28,Desenvolvimento de Sistemas,Noturno,Híbrido,Brusque,1712,0,82.4,7.8,38,80.5,6.9,3.4,Sim,Sim,Não,7,7.1,Sim,Não
AL00240,16,Eletromecânica,Matutino,Presencial,Brusque,3136,11.2,76.7,4.4,48,90,8,8.4,Sim,Não,Sim,4,7.2,Sim,Não
AL00241,30,Administração,Noturno,Presencial,Blumenau,3602,5.6,96.7,6,39,90.8,5.8,4.4,Sim,Sim,Sim,6,6.5,Sim,Não
AL00242,22,Automação Industrial,Noturno,Presencial,Timbó,2356,11.8,100,5.7,30,100,7.2,8.3,Sim,Não,Não,8,7.8,Sim,Não
AL00243,34,Administração,Noturno,Presencial,Brusque,3919,5.1,67.4,6.8,30,100,6.5,8.7,Sim,Sim,Não,6,5.9,Não,Não
AL00244,27,Eletromecânica,Noturno,Presencial,Indaial,1413,7.1,69.3,5.3,46,75.3,7.5,15.7,Sim,Não,Não,5,4.7,Não,Sim
AL00245,24,Automação Industrial,Noturno,Presencial,Indaial,2681,5.8,77,6.2,23,72,6,4,Não,Sim,Não,7,5.4,Não,Não
AL00246,22,Eletromecânica,Matutino,Híbrido,Timbó,4492,17.1,86.7,7.1,55,99,6.8,2.6,Sim,Não,Sim,7,7.4,Sim,Sim
AL00247,16,Automação Industrial,Matutino,Presencial,Indaial,3847,10.4,64.3,6.5,25,97.5,7.9,7.3,Sim,Não,Não,7,7,Não,Sim
AL00248,29,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,5728,8.6,87.8,8.3,23,80.1,7.3,14.3,Não,Sim,Sim,10,8,Sim,Não
AL00249,29,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,3550,16.4,93.2,4.9,52,95.7,6,2.1,Sim,Não,Não,7,6.8,Sim,Não
AL00250,22,Administração,Noturno,Presencial,Pomerode,2302,1.4,87.4,3.9,32,71.1,8.2,3.7,Não,Sim,Não,7,5.6,Não,Sim
AL00251,30,Administração,Noturno,Presencial,Pomerode,3103,12.4,94.8,7,31,100,5.6,22.2,Sim,Sim,Não,5,7.9,Sim,Não
AL00252,16,Administração,Noturno,Presencial,Blumenau,900,4,81.7,3.2,17,78.7,5.7,5.8,Sim,Sim,Não,5,5,Não,Sim
AL00253,26,Eletromecânica,Matutino,Presencial,Pomerode,5286,8.9,70.8,3.4,35,96.6,5.9,11,Não,Sim,Não,8,4.7,Não,Não
AL00254,37,Desenvolvimento de Sistemas,Matutino,Híbrido,Indaial,3787,8.6,87.7,8,31,75.1,6.7,5.5,Sim,Sim,Não,8,7.7,Sim,Não
AL00255,47,Eletromecânica,Matutino,Presencial,Blumenau,3538,3.7,79.2,5.7,56,82.4,5.8,12.3,Sim,Sim,Não,7,5.4,Não,Não
AL00256,16,Administração,Noturno,Presencial,Pomerode,2916,6.6,74.4,6,5,65.3,7.5,5.2,Sim,Não,Não,7,5.6,Não,Não
AL00257,25,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,7393,9.6,100,7.4,38,84,6.7,1.6,Sim,Sim,Não,8,7.3,Sim,Não
AL00258,40,Automação Industrial,Matutino,Presencial,Gaspar,2567,3.2,82.2,7,39,69.2,7.6,3.6,Sim,Sim,Não,7,6.5,Sim,Não
AL00259,19,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,1311,7.6,94.9,6.7,36,85.4,7.6,36.1,Não,Não,Não,9,5.9,Não,Não
AL00260,35,Automação Industrial,Matutino,Presencial,Indaial,4149,10.6,79.1,6.2,31,77.8,5.1,13.4,Não,Sim,Não,7,5.5,Não,Não
AL00261,35,Administração,Matutino,Presencial,Pomerode,2418,3.8,86.3,5.6,21,69.7,7.3,6.4,Sim,Sim,Não,7,5.9,Não,Não
AL00262,33,Eletromecânica,Matutino,Presencial,Blumenau,6787,10.6,90,7.3,3,97.4,6.3,13.2,Sim,Não,Sim,6,6.1,Sim,Não
AL00263,16,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,3305,8.4,96.4,6.5,8,83.8,7.9,4,Sim,Não,Não,7,6.4,Sim,Não
AL00264,40,Administração,noturno ,Presencial,Timbó,3422,8.6,71.8,6.2,40,59.8,5.1,2,Sim,Sim,Sim,7,6.5,Não,Não
AL00265,33,Automação Industrial,Matutino,Híbrido,Pomerode,2322,6.4,60.9,6.6,41,90.7,4.8,9.7,Sim,Sim,Não,5,5.4,Não,Sim
AL00266,21,Administração,Noturno,Híbrido,Indaial,9009,15.2,91.1,8.8,41,82.5,4.7,4.1,Sim,Não,Não,6,8.1,Sim,Não
AL00267,28,Automação Industrial,Noturno,Presencial,Blumenau,6079,7.2,66.8,8.2,35,88.8,5.5,3.6,Não,Não,Não,4,6.4,Não,Sim
AL00268,27,Automação Industrial,Matutino,Presencial,Indaial,5063,4.8,75.8,5.3,42,76.5,7.3,5.1,Sim,Sim,Não,7,5.6,Não,Não
AL00269,27,Administração,Noturno,Presencial,Blumenau,3991,6.7,93.4,6,46,100,7.6,8.4,Sim,Não,Não,8,7.7,Sim,Não
AL00270,24,Eletromecânica,Matutino,Presencial,Blumenau,1925,8.4,83.9,6.8,23,74.2,6.4,1.9,Sim,Sim,Não,8,6.4,Sim,Não
AL00271,37,Administração,Noturno,Presencial,Indaial,3247,7.2,89.9,6.7,28,89.1,6.3,8.8,Sim,Sim,Sim,10,5.5,Não,Não
AL00272,37,Eletromecânica,Matutino,Presencial,Blumenau,3679,8,90.4,6.4,28,89.7,6.5,4.7,Sim,Não,Não,8,6.7,Sim,Não
AL00273,29,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,3499,17.3,78.3,10,45,89.1,5.1,4.8,Sim,Sim,Não,7,6.9,Sim,Não
AL00274,16,Administração,Noturno,Presencial,Gaspar,1587,9.6,93.4,7.7,55,100,7.7,3.2,Sim,Não,Não,10,9.2,Sim,Não
AL00275,26,Eletromecânica,Matutino,Presencial,Pomerode,3904,11.6,73.8,9.1,25,81.3,9.4,3.3,Não,Não,Não,5,6.2,Não,Não
AL00276,34,Eletromecânica,Matutino,Presencial,Gaspar,1216,17.8,97.6,7.7,65,100,8.4,11.9,Sim,Não,Não,6,9.1,Sim,Sim
AL00277,34,Automação Industrial,Noturno,Presencial,Brusque,6133,0,81.2,4.4,29,83.3,5.9,10.3,Sim,Sim,Sim,6,5.5,Não,Não
AL00278,34,Automação Industrial,Noturno,Presencial,Pomerode,2732,9.8,89.6,6.5,59,98.2,6.3,0.9,Sim,Sim,Não,6,5.7,Não,Sim
AL00279,20,Administração,Noturno,Presencial,Blumenau,1974,6.4,100,8,44,74.7,8.6,6.3,Não,Não,Sim,6,6.3,Sim,Não
AL00280,36,Automação Industrial,Matutino,Presencial,Indaial,1032,6.6,85,7.1,44,64.3,5.5,2.3,Sim,Sim,Não,8,6.2,Sim,Não
AL00281,29,Administração,Matutino,Presencial,Timbó,2638,5.1,86.6,10,43,78.8,6.2,10.6,Sim,Sim,Sim,8,6.9,Sim,Não
AL00282,29,Administração,Noturno,Presencial,Brusque,1625,14.5,97.6,7.8,67,100,7,5.1,Sim,Sim,Não,8,7.6,Sim,Sim
AL00283,22,Automação Industrial,Matutino,Presencial,Pomerode,2890,5.2,61.8,4.9,28,87.8,7.4,9.9,Sim,Não,Sim,8,5,Não,Não
AL00284,32,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,1940,8.9,76.5,8.9,42,89.8,6.3,8.9,Sim,Não,Não,9,8,Sim,Não
AL00285,17,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,3244,9.8,76.7,3.7,32,88.9,8.3,4.9,Sim,Não,Não,7,6.1,Sim,Não
AL00286,36,Eletromecânica,Noturno,Presencial,Brusque,4765,14.2,84.3,9.3,59,87.2,4.7,12.7,Sim,Não,Sim,7,8,Sim,Não
AL00287,22,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,2856,3.1,78.3,6.6,23,85,6.3,3.7,Sim,Sim,Não,9,5.8,Não,Não
AL00288,42,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2505,3.6,72.9,5.2,21,69.2,7,3.7,Sim,Sim,Não,6,4.4,Não,Não
AL00289,26,Automação Industrial,Matutino,Presencial,Gaspar,2661,2.2,84.3,7.2,26,30.9,5.9,4.8,Sim,Sim,Sim,6,5.3,Não,Não
AL00290,16,Administração,Matutino,Presencial,Brusque,3303,13.4,78.3,6.5,47,86.9,6.7,6.8,Sim,Sim,Não,7,6.8,Sim,Não
AL00291,26,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,2042,13.4,81.5,6.2,57,72.2,7,5.5,Não,Não,Não,8,5.6,Não,Sim
AL00292,16,Eletromecânica,Matutino,Presencial,Timbó,2194,12.8,91,6.5,58,100,7.8,4.3,Sim,Sim,Sim,8,8.3,Sim,Não
AL00293,22,Eletromecânica,Matutino,Presencial,Blumenau,1793,7.1,90.1,4.6,22,81,6.5,17.8,Sim,Sim,Não,9,7,Sim,Não
AL00294,41,Eletromecânica,Matutino,Presencial,Blumenau,3898,9.2,90.6,4.1,33,85.4,6.7,11.8,Sim,Sim,Não,10,6.4,Sim,Não
AL00295,16,Eletromecânica,Matutino,Presencial,Pomerode,2381,5,82.5,3.9,45,80.7,6.6,5.3,Sim,Não,Não,8,6.4,Sim,Não
AL00296,24,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2359,11.7,89.6,6.4,54,89.2,4.2,2.4,Sim,Sim,Sim,9,7,Sim,Não
AL00297,35,Automação Industrial,Matutino,Híbrido,Pomerode,2309,8.9,,8,25,74.6,5.9,6,Sim,Não,Não,6,5.2,Não,Sim
AL00298,25,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,3541,1.2,76.7,8.3,12,74,6.8,3.7,Sim,Sim,Não,6,6,Sim,Não
AL00299,31,Eletromecânica,Matutino,Presencial,Indaial,3646,10.1,79.4,6.7,20,89.9,6.7,15.6,Sim,Sim,Sim,8,7.6,Sim,Não
AL00300,23,Automação Industrial,Matutino,Presencial,Brusque,4312,13.3,85.4,6.9,38,95.2,4.7,11.9,Sim,Sim,Não,8,6.7,Sim,Sim
AL00301,20,Eletromecânica,Matutino,Presencial,Blumenau,6704,6.5,74.6,6.2,27,100,7.7,17.5,Sim,Não,Não,9,5.5,Não,Não
AL00302,28,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,2862,10,82.3,9,51,78.4,7.7,14.9,Não,Sim,Sim,7,8.1,Sim,Sim
AL00303,20,Desenvolvimento de Sistemas,Matutino,Híbrido,Brusque,2599,12.3,83,4,31,72.9,6.2,12.1,Sim,Sim,Não,8,6.4,Sim,Não
AL00304,39,Eletromecânica,Matutino,Presencial,Blumenau,1767,9.9,87.1,5.1,33,74.9,5.5,15.4,Não,Sim,Não,6,5.6,Não,Não
AL00305,29,Administração,Matutino,Híbrido,Indaial,3494,9.5,73.7,7.7,61,68.3,4.7,5.3,Não,Sim,Não,7,6.5,Não,Não
AL00306,38,Automação Industrial,Matutino,Híbrido,Pomerode,1900,15.6,83.7,6.6,24,79.8,4.7,10,Sim,Sim,Não,8,6.6,Sim,Não
AL00307,17,Administração,Matutino,Híbrido,Gaspar,5691,6,80.3,5.7,37,98.5,7,2.3,Sim,Sim,Não,6,6.4,Sim,Não
AL00308,22,Automação Industrial,Matutino,Hibrido,Brusque,4103,16.7,100,6.7,38,78,7.4,4.6,Sim,Não,Não,5,7.6,Sim,Não
AL00309,29,Administração,Matutino,Híbrido,Indaial,2589,7.2,89.7,4.2,27,77.6,6.2,7.9,Sim,Sim,Não,6,5.7,Não,Não
AL00310,32,Administração,Matutino,Presencial,Blumenau,9152,8.2,87.3,3.9,15,96.9,6.2,2.9,Não,Sim,Não,5,4.5,Não,Não
AL00311,35,Eletromecânica,Noturno,Presencial,Pomerode,2929,1.5,87.8,4.8,31,79.2,6.1,2.1,Sim,Sim,Sim,8,6.5,Sim,Não
AL00312,20,Administração,Matutino,Presencial,Brusque,2504,13.8,65.6,6.1,38,93.7,7,6.5,Sim,Sim,Não,8,6.7,Não,Sim
AL00313,27,Automação Industrial,Noturno,Híbrido,Indaial,7445,13.5,68.5,7.9,51,100,6.2,5.7,Sim,Sim,Sim,5,8,Não,Sim
AL00314,39,Eletromecânica,Noturno,Presencial,Brusque,5352,11.6,79.8,8.4,25,100,7.4,12.9,Sim,Sim,Sim,6,7.2,Sim,Não
AL00315,27,Automação Industrial,Matutino,Híbrido,Blumenau,3555,0,65.1,5,27,55.8,5.8,5.4,Sim,Sim,Não,8,4.1,Não,Sim
AL00316,38,Automação Industrial,Noturno,Presencial,Indaial,1828,14.3,84.9,5.7,47,99.5,5.7,5.3,Sim,Sim,Não,7,7.3,Sim,Não
AL00317,24,Automação Industrial,Matutino,Presencial,Brusque,6743,8.6,96.6,6,29,76.9,6.3,11.8,Sim,Sim,Não,9,7.1,Sim,Não
AL00318,28,Administração,Matutino,Presencial,Brusque,2727,5.8,76.8,8.1,28,90.2,5.7,9.8,Não,Sim,Não,5,6.4,Sim,Sim
AL00319,28,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,3246,14.4,71.6,5.3,27,90.5,4.6,4.3,Sim,Não,Não,10,7.5,Não,Não
AL00320,28,Eletromecânica,Noturno,Presencial,Gaspar,2673,7,94.7,4.6,43,86,7.4,7,Não,Sim,Não,6,6.8,Sim,Não
AL00321,27,Eletromecânica,Noturno,Híbrido,Timbó,3034,18,99.7,5.7,31,81.6,8.2,2.9,Sim,Não,Não,6,6.4,Sim,Não
AL00322,30,Administração,Matutino,Presencial,Blumenau,2056,10.2,80.7,5.1,60,96.7,6.2,5.1,Não,Não,Não,6,5.7,Não,Não
AL00323,23,Automação Industrial,Matutino,Híbrido,Blumenau,5172,0.2,93.7,9.9,49,64.1,3.7,12.8,Sim,Sim,Sim,10,7.9,Sim,Não
AL00324,24,Eletromecânica,Noturno,Presencial,Timbó,3143,12.7,84.2,5.7,37,81.5,7.4,16.3,Sim,Não,Não,6,6.2,Sim,Sim
AL00325,16,Administração,Noturno,Híbrido,Indaial,2577,2.6,89.3,7.9,42,98.3,5.8,8.3,Sim,Sim,Não,6,8.2,Sim,Não
AL00326,17,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,6382,1.2,88.9,7,60,77.3,6.2,2.3,Sim,Sim,Não,8,7,Sim,Não
AL00327,20,Administração,Matutino,Presencial,Gaspar,4176,6.5,85.8,9.7,37,56.7,7,5,Sim,Não,Não,7,7,Sim,Não
AL00328,26,Eletromecânica,Noturno,Presencial,Gaspar,3082,4.3,85.6,5.9,23,76.1,5.5,6.8,Sim,Sim,Sim,8,5.5,Não,Não
AL00329,16,Administração,Matutino,Presencial,Pomerode,4639,12.8,76.2,4.7,42,99,7.7,2.7,Sim,Não,Sim,9,6.8,Sim,Sim
AL00330,16,Administração,Matutino,Presencial,Blumenau,2593,0.6,72.2,5.4,25,81.5,5.7,5.1,Sim,Sim,Sim,7,5.8,Não,Não
AL00331,16,Automação Industrial,Matutino,Presencial,Indaial,2747,8.5,68.1,3.7,26,88.9,8.7,3.4,Não,Sim,Não,6,5.3,Não,Não
AL00332,19,Automação Industrial,Matutino,Presencial,Pomerode,2741,6.4,94.6,6,39,54.2,7.7,18.2,Sim,Não,Não,,6.3,Sim,Não
AL00333,36,Eletromecânica,Noturno,Presencial,Gaspar,1218,6.6,81,9,23,72.8,6.4,3.5,Sim,Sim,Não,8,6.4,Sim,Não
AL00334,29,Desenvolvimento de Sistemas,Matutino,Híbrido,Pomerode,3118,9.9,91.1,7.6,48,67.2,6.4,5.7,Sim,Não,Não,5,8,Sim,Não
